X,Y,OBJECTID,Record_Num,Date_Updated,AgencySiteService,PublicComments,AgencyName,ServiceName,ServiceName2,SiteName,AlternateName,FormerName,LegalName,OfficePhone,TollFreePhone,TTYPhone,AfterHoursPhone,TextPhone,CrisisPhone,Fax,EMail,Website,SocialMedia,PrimaryContact,PrimaryContactEmail,PrimaryContactFax,PrimaryContactName,PrimaryContactPhone,PrimaryContactTitle,AlternateContact,VolunteerCoordinator,EmailForm,ParentAgencyRecordNum,ParentAgencyName,DescriptionAgency,LegalStatus,Established,PrimaryExecutive,PrimaryExecutiveEmail,PrimaryExecutiveFax,PrimaryExecutiveName,PrimaryExecutivePhone,PrimaryExecutiveTitle,AlternateExecutive,Funding,Elections,DescriptionService,Hours,Dates,Meetings,AreasServed,Boundaries,Eligibility,Application,Languages,Fees,AdditionalServices,SiteLocation,LocatedInCommunity,SiteBuilding,SiteCity,SiteCountry,SitePostalCode,SiteProvince,SiteStreetName,SiteStreetDirection,SiteStreetNum,SiteStreetType,SiteAddressSuffix,Longitude,Geocoding,Latitude,Intersection,MailBoxType,MailBuilding,Mail_CO,MailCity,MailCountry,MailPOBox,MailPostal,MailProvince,MailStreetName,MailStreetDirection,MailStreetNum,MailStreetType,MailAddressSuffix,PhysicalAccess,Taxonomy,AdditionalServiceSites,AgencySites,AgencyServices,RecordOwnerAgency
915387.7761,5043100.4196,22951,OAK3507,20231130,"Agency ; Site ; Service",,Canadian Breast Cancer Network,Canadian Breast Cancer Network,,Ottawa,CBCN,,,613-230-3044,1-800-685-8820,,,,,613-230-4424,cbcn@cbcn.ca,www.cbcn.ca,"Facebook: https://www.facebook.com/theCBCN/
Instagram: https://www.instagram.com/cbcnetwork/
X (Twitter): twitter.com/CBCN
YouTube: https://www.youtube.com/user/CBCNvideos","Bukun Adegbembo, Director of Operations; Phone: 613-230-3044 ext 255; Email: badegbembo@cbcn.ca",badegbembo@cbcn.ca,,Bukun Adegbembo,613-230-3044 ext 255,Director of Operations,,,,,,"<p>Canada's only patient-directed national breast cancer health charity. CBCN works to voice the views and concerns of breast cancer patients through education, advocacy activities, and the promotion ",(51) Registered Charity,1994,,,,,,,,"Donations ; Private - corporate sponsorships",,"<p>Voices the views and concerns of breast cancer survivors and patients through promotion of information sharing, education and advocacy activities</p>",<p>Mon-Fri 9 am-4 pm</p>,,,"Canada ; Ontario",,No restrictions,<p>No application required</p>,"English ; French",None,,,Ottawa,,Ottawa,,K2P 0J2,ON,Somerset,W,185,St,Suite 318,-75.690763,"Site Address data
45.4178790, -75.6907630",45.417879,Elgin St and Somerset St W,,,,,,,,,,,,,,Partially Accessible,"Disease/Disability Information ~ Breast Cancer ; Health Related Advocacy Groups ~ Breast Cancer",,,,Information Oakville
604055.3327,4811897.7297,22952,OAK3510,20240301,"Agency ; Site ; Service",,Golf Canada,Scholarship Program and University Golf Program Grants,,Oakville - Glen Abbey Golf Club,Golf Canada Foundation,,,905-849-9700,1-800-263-0009,,,,,,foundation@golfcanada.ca,golfcanadafoundation.com,"Facebook: https://www.facebook.com/golfcanadafoundation/
X (Twitter): https://twitter.com/golfcanadafdn","Martin Barnard, Chief Executive Officer",,,Martin Barnard,,Chief Executive Officer,"Ben Fava, Coordinator, Operations; Email: bfava@golfcanada.ca",,,,,"<p>Golf Canada Foundation&rsquo;s mandate is to raise and grant funds for the advancement of golf in Canada</p>",,1979,,,,,,,,,,"<p>Scholarship program developed to recognize excellence in scholastic achievement and in the playing of the game of golf by young amateurs</p>
<ul>
<li>annual scholarship recipients attend Canadian u",<p>Mon-Fri 9 am-5 pm</p>,,,"Canada ; Ontario",,"Applicants must be Canadian citizens, varsity/collegiate golfers, and have a 70% academic average",<p>Scholarship applications for this year's cycle will open May 2024.</p>,"English ; French",None,,,Oakville,"Glen Abbey Golf Course, Golf House",Oakville,,L6M 4X7,ON,Dorval,,1333,Dr,Suite 1,-79.713901,"Manual map placement
43.4527550, -79.7139010",43.452755,Dorval Dr and North Service Rd,,,,,,,,,,,,,,Fully Accessible,Student Financial Aid,,,,Information Oakville
601776.5866,4807617.4279,22953,OAK3511,20240909,"Agency ; Site ; Service",,Halton. Emergency Management,Halton. Emergency Management,,Oakville - Halton Regional Centre,Emergency Preparedness,,,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,1-866-442-5866,905-827-9833,,,,905-825-0301,haltoncemc@halton.ca,https://www.halton.ca/For-Residents/Emergency-Preparedness,"Facebook: www.facebook.com/RegionOfHalton
Instagram: www.instagram.com/RegionofHalton
LinkedIn: https://www.linkedin.com/company/halton-region
X (Twitter): https://twitter.com/RegionofHalton
YouTube: ","Christopher Leite, Community Emergency Management Coordinator (Chief, Emergency Management); Phone: 905-825-6000 ext 3455; Email: christopher.leite@halton.ca",christopher.leite@halton.ca,,Christopher Leite,905-825-6000 ext 3455,"Community Emergency Management Coordinator (Chief, Emergency Management)","Alex Meneray; Email: Alex.Meneray@halton.ca",,,,,<p>Halton Region's Emergency Management program enhances the safety of Halton residents and reduces property damage and economic loss in the event of an emergency.</p>,(20) Regional Government,,"Jody Johnson, Director, Legal Services; Email: Jody.Johnson@halton.ca",Jody.Johnson@halton.ca,,Jody Johnson,,"Director, Legal Services",,Regional / Municipal,,"<p>Creates, maintains and coordinates an effective community emergency capability and capacity that provides for the safety and well-being of Halton residents</p>
<ul>
<li>emergencies could include to",<p>Mon-Sun 24 hours</p>,,,Halton Region,,No restrictions,<p>No application required</p>,"English ; French ; Interpretive Services",None,,,Oakville,Halton Regional Centre,Oakville,,L6M 3L1,ON,Bronte,,1151,Rd,,-79.742857,"Site Address data
43.4145360, -79.7428570",43.414536,Bronte Rd and North Service Rd,,,"Chief, Emergency Management",,,,,,,,,,,Fully Accessible,"City/County Offices of Emergency Services ; Emergency Preparedness and Response Planning ; General Disaster Information ; Government Emergency Operations Centres",,,,Information Oakville
605057.9493,4812364.9597,22954,OAK3523,20241111,"Agency ; Site ; Service",,Rotary International,Rotary Club of Oakville,,Rotary Club of Oakville,,,,,,,,,,,rotaryoakville@gmail.com,portal.clubrunner.ca/160,"Facebook: https://www.facebook.com/rcoakville/
Instagram: https://www.instagram.com/rotaryclubofoakville
X (Twitter): https://twitter.com/rotaryoakville",,,,,,,,,,,,<p>A worldwide service club</p>,(51) Registered Charity,1925,"Mitch Sabsabi, President",,,Mitch Sabsabi,,President,"Mahendra Shah, Past President; Phone: 905-827-9083 * 416-268-2756; Email: mshah2@cogeco.ca","Fundraising ; Fees",AGM November * take office July lst,"<p>Projects include:</p>
<ul>
<li>Trafalgar Senior Homes&nbsp;</li>
<li>Oakville Community Homes</li>
<li>Oakville-Trafalgar Memorial Hospital&nbsp;</li>
<li>Camp Enterprise&nbsp;</li>
<li>student bur","<p>Meet first and third Mon of each month (postponed one week if date is a holiday), 6 pm at Oakville Golf Club</p>",,,Oakville,,No restrictions,<p>Contact for information</p>,English,Membership,,,Oakville,Oakville Golf Club (meeting location),Oakville,,L6H 6M1,ON,Sixth,,1154,Line,,-79.701422,"Site Address data
43.4568210, -79.7014220",43.456821,Sixth Line and Leighland Ave,,,Rotary Club of Oakville,Oakville,,,L6L 6T2,ON,Woodside,,30-290,Dr,,Fully Accessible - meeting location,Service Clubs,,,,Information Oakville
603946.649,4815431.0128,22955,OAK3525,20240723,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Trafalgar Ridge Montessori School,Licensed Child Care Centre,,Oakville - Trafalgar Ridge Shopping Centre,,,,905-257-5955,,,,,,,admin@trms.ca,www.trms.ca,"Facebook: www.facebook.com/TRMSOakville
Instagram: madametrms
X (Twitter): twitter.com/madameTRMS","Sandrine Lescure, School Director; Email: lescure@trms.ca",lescure@trms.ca,,Sandrine Lescure,,School Director,"Heather Luff, School Administrator; Email: luff@trms.ca",Email: director@trms.ca,,,,"<p>Comprehensive Montessori Educational Program for (Casa) Preschool, JK, Sk and (Lower Elementary) Grades 1-3.</p>",(60) Commercial,1997,"Sandrine Lescure, Owner, Trafalgar Ridge Montessori School; Phone: 905-257-5955; Email: lescure@trms.ca",lescure@trms.ca,,Sandrine Lescure,905-257-5955,Owner,"Peter Christiansen, Trafalgar Ridge Montessori School; Phone: 905-257-5955; Email: christiansen@trms.ca",Fees,n/a,"<p>Government licensed child care centre for children aged 2.5 to 3.8 years</p>
<ul>
<li>Comprehensive Montessori program for (Casa) Preschool, JK, Sk and (Lower Elementary) Grades 1,2,3</li>
<li>Five","<ul>
<li>Full day program Mon-Fri 8:30 am-3:30 pm (pick up by 3:55 pm)</li>
<li>Free extended hours 8 am-4 pm</li>
<li>Paid Aftercare program 4 pm-6 pm</li>
</ul>
<p>Office Hours :</p>
<ul>
<li>School Year: Sep-Jun, Mon-Fri 8 am-6 pm</li>
<li>Summer Camp: Jul-Aug, 8 am-4 pm</li>
</ul>","<ul>
<li>School Program - September to June</li>
<li>Summer Program - July &amp; August</li>
<li>Open houses October and January</li>
</ul>",,Oakville,,"Ages: 2.5 year(s) - 9 year(s)

Students must be toilet trained and independent in toilet habits.","<p>No pre-testing or interviews with Preschool to SK students * applicants will be considered based on availability.&nbsp;<br>General questionnaire for parents on their child's developmental milestones.</p>
<p>Elementary Students (grades 1,2,3) must provide previous progress reports and go through a school visit.</p>","English ; French",Program - plus extra fees for extended care and extra curricular activities,,,Oakville,,Oakville,,L6H 6K7,ON,Trafalgar,,2379,Rd,Unit 6,-79.71457,"Site Address data
43.4845770, -79.7145700",43.484577,Trafalgar Rd and Dundas St W,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Elementary Schools ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
630380.2293,4834628.6137,22956,OAK3526,20240909,"Agency ; Site ; Service",,Quick Brown Fox,Quick Brown Fox,,No Physical Address,,West Side Writers,,,,,,,,,brianhenry@sympatico.ca,,"Blogger: quick-brown-fox-canada.blogspot.com/
Facebook: https://www.facebook.com/brian.henry.3511","Brian Henry, Workshop Leader / Facilitator; Phone: 416-398-2770",,,Brian Henry,416-398-2770,Workshop Leader / Facilitator,"Sheila Eastman, Workshop Coordinator; Phone: 905-826-8847",,,,,<p>A non-profit group that puts writers in touch with other writers</p>,(50) Non Profit,,,,,,,,,Fees,,"<p>A group which connects writers with each other</p>
<ul>
<li>weekly creative writing courses - including Writing Personal Stories, Kids Lit, Introduction to genres, advanced creative writing</li>
<l",<p>Hours not specified</p>,,,"Halton Region ; Hamilton (City of) ; Peel Region ; Toronto Downtown",,No restrictions,<p>Contact for information</p>,English,Program,,,Ontario,,Toronto,,,ON,,,,,,-79.383184,"Site Address data
43.6532260, -79.3831840",43.653226,,,,,,,,,,,,,,,Not Applicable - varies by workshop location,"Humanities Clubs/Societies ~ Arts and Culture Occupations ; Writing Instruction",,,,Information Oakville
604740.7644,4815858.4511,22957,OAK3528,20230719,"Agency ; Site ; Service",,Church of Jesus Christ of Latter-day Saints (The),Church of Jesus Christ of Latter-day Saints (The),,Oakville Ward,,,,647-618-8036,,,,,,,,canada.lds.org,"Facebook: https://www.facebook.com/ChurchofJesusChrist
Pinterest: www.pinterest.com/ldschurch/
X (Twitter): https://twitter.com/ldschurch",,,,,,,,,,,,"<p>A congregation of the Church of Jesus Christ of Latter-Day Saints, the Mormon faith</p>",(51) Registered Charity,,,,,,,,,Donations,,<p>Church services</p>,"<ul>
<li>Worship service, Sun 9:30 am</li>
<li>office is unstaffed - leave a message</li>
</ul>",,,"Milton ; Mississauga ; Oakville",,No restrictions,<p>Call or visit</p>,"English ; Spanish",Donation,,,Oakville,,Oakville,,L6H 7E7,ON,Eighth,,2279,Line,,-79.70467,"Site Address data
43.4883140, -79.7046700",43.488314,Eighth Line and Glenashton Dr,,,,,,,,,,,,,,Fully Accessible,Christian Churches ~ Latter-day Saints Community,,,,Information Oakville
604066.0773,4815914.8596,22958,OAK3534,20230223,"Agency ; Site ; Service",,Mary Mother of God Parish,Mary Mother of God Parish,,Oakville,MMOGP,,,905-337-2184,,,,,,,mmogp@bellnet.ca,www.mmogp.ca,Facebook: https://www.facebook.com/mmogoakville,"Natalie Vranic-Contreras, Office Administrator",,,Natalie Vranic-Contreras,,Office Administrator,"Sharon Lyn, Office Assistant",,,,,<p>A Roman Catholic church serving the surrounding community</p>,(51) Registered Charity,1996,"Rev Jerry Punnassery, Pastor",,,Rev Jerry Punnassery,,Pastor,"Rev Nishil Varghese, Associate Pastor",Donations,,"<p><strong>Roman Catholic worship services</strong></p>
<p><strong>Groups</strong> (Sep-Jun)</p>
<ul>
<li>Catholic Women's League</li>
<li>Knights of Columbus</li>
<li>Society of St. Vincent de Paul</","<p>Worship Services:</p>
<ul>
<li>Sat 5 pm, Sun 9 am and 11 am, Mon and Tue 7 pm, Wed-Fri 9 am</li>
<li>Children's Liturgy of the Word offered at 11am Mass on Sundays, Sep-Jun</li>
<li>monthly Sensory Friendly/Special Needs Mass (offered on the 2nd Sunday of the month 3 pm)</li>
<li>monthly Youth-Led Family Mass (offered on the 2nd Sunday of the month 11 am)</li>
<li>monthly Senior's Mass (offered on the 2nd Friday of the month 12 noon, followed by fellowship)</li>
</ul>
<p>Office: Mon-Fri 8:30 am-4 pm&nbsp;</p>",,,Oakville,,No restrictions * Children's Liturgy of the Word Program (JK to Grade 2),<p>Call or visit parish office or website</p>,English,Donation,,Across from Canadian Tire / Longo's Plaza,Oakville,,Oakville,,L6H 7A3,ON,North Ridge,,2745,Trail,,-79.713001,"Site Address data
43.4889160, -79.7130010",43.488916,Postridge Dr and Dundas St E,,,,,,,,,,,,,,Fully Accessible,Christian Churches ~ Catholic Community,,,,Information Oakville
607852.5969,4810926.5425,22959,OAK3538,20240610,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Hopedale Montessori School,Licensed Child Care Centre,Oakville - William St,Oakville - William St,,,,905-338-5247,,,,,,905-825-5266,office@hopedalemontessori.ca,www.hopedalemontessori.ca,,"Sana Rizki, Supervisor; Email: sana.rizki@hopedalemontessori.ca",sana.rizki@hopedalemontessori.ca,,Sana Rizki,,Supervisor,,,,OAK2926,Hopedale Montessori School,,,1998,,,,,,,,"Fees ; Private",,"<p>Government licensed child care centre for children aged 18 months to 6 years.&nbsp;</p>
<ul>
<li>full Montessori preschool&nbsp;</li>
<li>qualified Montessori teachers&nbsp;</li>
<li>full and half-","<ul>
<li>Mon-Fri 7:30 am-6 pm&nbsp;</li>
<li>Before &amp; After program 7:30 am-8:30 am and 3:30 pm-6 pm&nbsp;</li>
</ul>","<ul>
<li>School Sep-Jun</li>
<li>Summer Camp Jul-Aug</li>
</ul>",,Oakville,,Ages: 1.5 year(s) - 6 year(s),<p>Call for information</p>,"English ; French","Program ; Fee assistance available ; assistance is provided by Halton Region.",,Entrance off Thomas St,Oakville,St. Jude's Church (School location),Oakville,,L6J 1C5,ON,William,,160,St,,-79.667172,"Site Address data
43.4434750, -79.6671720",43.443475,Thomas St and William St,,,,,,,,,,,,,,Not Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
597842.7957,4800256.9264,22960,OAK3562,20240710,Service,,Thrive Counselling,Supervised Parenting Time Program,,,"Family Visiting Centre ; Supervised Access Program",,,905-637-5256,,,,,,905-637-8221,info@thrivecounselling.org,thrivecounselling.org/services/supervised-access-program/,"Facebook: https://www.facebook.com/ThriveCounsellingON
LinkedIn: www.linkedin.com/company/22322430/
X (Twitter): https://twitter.com/ThriveCounselli",,,,,,,,,,BTN0619,Thrive Counselling,,,,,,,,,,,,,"<p>A program that provides a supervised and child-friendly site for children and their divorced or separated parent for visits and exchanges</p>
<p>&nbsp;The Supervised Parenting Time Program provides","<p>Intake and information interviews by appointment: Mon-Thu 9 am-5 pm and Fri 9 am-3 pm&nbsp;<br>&nbsp;<br>Supervised Parenting Time Appointment Hours:&nbsp;</p>
<ul>
<li>Burlington: Fri evenings, Sat 9 am-6 pm and Sun 1 pm-6 pm&nbsp;</li>
<li>Milton: Fri evenings and Sun 9 am-4 pm (only open alternate weekends)</li>
<li>closed on holiday weekends&nbsp;</li>
<li>family visit sites are available by appointment only</li>
</ul>",,,Halton Region,,Children and their divorced or separated parent,"<p>Court order or agreement, professional or self-referral</p>
<ul>
<li>self-referrals: contact Thrive Counselling by phone or complete the application form found on our website</li>
<li>families who wish to use the service voluntarily are welcome as long as both parties agree</li>
</ul>","English ; Interpretive Services",Service - sliding scale,,,Burlington,Burlington Centre,Burlington,,L7R 3N2,ON,Guelph,,777,Line,Suite 207,-79.792752,"Site Address data
43.3487970, -79.7927520",43.348797,Guelph Line and Fairview St,,,,,,,,,,,,,,,Parental Visitation Facilitation,Burlington Head Office * Milton Office,,,Information Burlington
628218.88,4792010.4871,22961,OAK3566,20240314,Service,,Halton Regional Police Service,Collision Reporting Centres,,,HRPS,,,"Burlington 905-331-0233; 
Milton 905-636-3100; 
Oakville 905-825-4640",,1-800-990-8199,,,Mon-Sun 24 hours 9-1-1,905-825-9416,info@haltonpolice.ca,www.haltonpolice.ca/en/services-and-reporting/report-a-collision.aspx,"Facebook: www.facebook.com/HaltonPoliceService/
Instagram: www.instagram.com/haltonpolice/
LinkedIn: www.linkedin.com/company/halton-regional-police-service
X (Twitter): twitter.com/HaltonPolice
YouTu",,,,,,,,,,OAK0247,Halton Regional Police Service,,,,,,,,,,,,,"<p>There are three collision reporting centres (CRC) in Halton Region</p>
<ul>
<li>centres take reports for minor property damage collisions</li>
<li>if the combined damage (from all vehicles or prope",<p>Hours vary with location</p>,,,Halton Region,,People involved in a motor vehicle collision where damages are $2000 or more and no injuries have been acquired,<p>Self-report form to be completed at centre</p>,"English ; French ; Interpretive Services",None,,"Locations in Burlington, Milton and Oakville",Halton Region,,,,,,,,,,,-79.42,,43.27,,,,,,,,,,,,,,,,Traffic Accident Reporting,Burlington - 30 Division * Milton - 12 Division * Oakville - 20 Division,,,Information Oakville
601974.7646,4811673.8618,22962,OAK3573,20240601,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Forest Grove Preschool,Licensed Child Care Centre,,Oakville,,,,905-827-3085,,,,,,,office@forestgrove.ca,www.forestgrove.ca,Facebook: https://www.facebook.com/forestgrovepreschool,"Emad Beshay, Director",,,Emad Beshay,,Director,"Bosiljka Elez, Supervisor; Phone: 905-827-3085; Email: bosiljka@forestgrove.ca",,,,,<p>Provides supervised care for children in a licensed facility</p>,(60) Commercial,1999,,,,,,,,Fees,,"<p>Government licensed child care centre for children aged 18 month to 12 years&nbsp;</p>
<ul>
<li>Offering toddler, and preschool programs full days</li>
<li>JK/SK, before &amp; after school program,","<ul>
<li>Mon-Fri 7:30 am-5:30 pm for full day program with extended care (Toddler/Preschool/Kindergarten)</li>
<li>Mon-Fri 9:00 am-3:30/3:45 pm for full day progam without extended care (Toddler/Preschool/Kindergarten)&nbsp;</li>
<li>Mon-Fri 7:30 am-5:30 pm for school age programs</li>
</ul>","<ul>
<li>Toddler Program - Available all year</li>
<li>Preschool Program - Available all year</li>
<li>Kindergarten Program - Available all year&nbsp;</li>
<li>Summer Program - July and August</li>
</ul>",,Oakville,,Ages: 1.5 year(s) - 12 year(s),<p>Call for information</p>,English,"Program ; Fee assistance available.",,,Oakville,,Oakville,,L6M 3P7,ON,Westoak Trails,,2275,Blvd,"Unit 3, 5 and 7",-79.739652,"Site Address data
43.4510260, -79.7396520",43.451026,Fourth Line and Westoak Trails Blvd,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
606374.3545,4808967.0467,22963,OAK3580,20240104,Service,,Appleby College,March Break Camps,,Oakville,,,,905-845-4681 ext 113,,,,,,905-845-0617,camps@appleby.on.ca,www.appleby.on.ca/march-break-camps,"Facebook: https://www.facebook.com/applebycollege
Instagram: https://www.instagram.com/applebycamps/
LinkedIn: https://www.linkedin.com/school/appleby-college
X (Twitter): https://twitter.com/applebyc",,,,,,,,,,OAK0493,Appleby College,,,,,,,,,,,Fees,,"<h4>Full Day March Break Camps</h4>
<ul>
<li>small group sizes</li>
<li>indoor facilities include 3 gymnasiums, large auditorium, Arts studios, dance studio, indoor pool, Willis Hall for performance t","<p>Programs run March Break; Mon Mar 11-15, 2024 between 9 am-3:30 pm&nbsp; (with before &amp; after care options available 7:30 am-9 am and 3:30 pm-6 pm)</p>",,,"Halton Region ; Hamilton (City of) ; Mississauga",,"Ages: 4 year(s) - 14 year(s)

For parents of campers born in 2020: Please be aware that in order to comply with provincial childcare legislation, any child enrolled in Appleby Camps must be at least 4 years of age at the time of their attendance at camp","<p><a href=""https://appleby.campbrainregistration.com/"" target=""_blank"">Apply online</a></p>",English,"Program ; Please see website for details",,,Oakville,Appleby College,Oakville,,L6K 3P1,ON,Lakeshore,W,540,Rd,,-79.685817,"Site Address data
43.4260470, -79.6858170",43.426047,Fourth Line and Lakeshore Rd W,,,,,,,,,,,,,,Fully Accessible,Day Camps ~ Youth,Oakville,,,Information Oakville
601776.5866,4807617.4279,22964,OAK3584,20241025,Service,,Halton. Halton Region Public Health,Environmental Health,,Oakville - Halton Regional Centre,"Halton Region Health Department ; Healthy Environments & Communicable Diseases",Halton. Halton Region Health Department (Oct 2023),,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,1-866-442-5866,905-827-9833,,,,905-825-8797,accesshalton@halton.ca,https://www.halton.ca/For-Residents/Environmental-Health,"Facebook: www.facebook.com/RegionOfHalton
Instagram: www.instagram.com/RegionofHalton
X (Twitter): https://twitter.com/RegionofHalton
YouTube: www.youtube.com/RegionOfHalton","Tetyana Seminska, Manager, Environmental Health",,,Tetyana Seminska,,"Manager, Environmental Health",,,,OAK2807,Halton. Halton Region Public Health,,,,,,,,,,,Regional / Municipal,,"<p>Halton Region Public Health works to promote healthy environments and protect Halton residents from health hazards including unsafe water, air pollution, extreme heat, the harmful effects of smokin",<p>Mon-Fri 8:30 am-4:30 pm</p>,,,Halton Region,,No restrictions,<p>No application required</p>,English,None,,,Oakville,Halton Regional Centre,Oakville,,L6M 3L1,ON,Bronte,,1151,Rd,,-79.742857,"Site Address data
43.4145360, -79.7428570",43.414536,Bronte Rd and North Service Rd,,,Halton Region Public Health,,,,,,,,,,,Fully Accessible,"Air Pollution Control ; Environmental Hazards Evaluation ; Environmental Hazards Information ; Environmental Hazards Reporting ; Public Facility Health Inspection ; Public Health Advisories ; Water Quality Assurance",Oakville - Halton Regional Centre,,,Information Oakville
713769.0338,4909210.1434,22965,OAK3587,20240625,"Site ; Service",,"Ontario. Ministry of the Environment, Conservation and Parks",Ontario Parks,Online and Telephone Service,Online and Telephone Service,,Ministry of Natural Resources and Forestry (2019),,"Toll Free Ontario Travel Information Centre 1-800-668-2746 (1-800-ONTARIO)
Park Reservations: 1-888-668-7275 (1-888-ONT-PARK)",,,,,,,,www.ontarioparks.com,"Facebook: https://www.facebook.com/ontarioparks
Flickr: https://www.flickr.com/photos/ontarioparks/
Instagram: www.instagram.com/ontarioparks
Pinterest: www.pinterest.com/ontarioparks
WordPress: www.o",,,,,,,,,,BTN0830,"Ontario. Ministry of the Environment, Conservation and Parks",,,1893,,,,,,,,"Provincial ; Fees",,"<p>Ontario Parks protects and manages 340 provincial parks and 295 conservation reserves</p>
<ul>
<li>parks are managed to protect representative and unique examples of Ontario's natural and cultural ","<ul>
<li>Reservations: Mon-Sun 7 am-9 pm, excluding statutory holidays</li>
<li>park hours vary with the season and the park</li>
</ul>",,,Ontario,,No restrictions,"<p>Reserve by phone or <a href=""https://reservations.ontarioparks.com/"" target=""_blank"">online</a> for campsites and day use shelters</p>","English ; French - parks in French designated areas offer services in French","Service ; <ul><li>Fees for camping and day use are posted on the website 
<li>Discounts on day-use and camping fees to Ontario residents aged 65 and over and Ontario residents who possess a CNIB identity card or Ministry of Transportation accessible parking permit
<li>Veterans and active members of the Canadian Armed Forces, who reside in Ontario, are eligible to enjoy free, weekday (Mon to Fri), day use in provincial parks</ul>",,,Peterborough,,Peterborough,,,ON,,,,,,-78.319961,"Site Address data
44.3047060, -78.3199610",44.304706,,,,Ontario Parks,Peterborough,,,K9J 8M5,ON,Water,,300,St,,Not Applicable - Online and Telephone Service,"Camping Permits ; Provincial/Territorial Government Information Services ~ Environmental Issues ; Public Parks",,,,Information Oakville
601776.5866,4807617.4279,22966,OAK3591,20241115,Service,"<p>As a consumer you can help protect yourself and your family by following safe food handling practices at home and staying informed about food recalls and allergy alerts. Refer to the <a href=""https",Halton. Halton Region Public Health,Food Safety,,Oakville - Halton Regional Centre,Halton Region Health Department,Halton. Halton Region Health Department (Oct 2023),,Mon-Sun 24 hours 905-825-6000 or call 3-1-1,1-866-442-5866,905-827-9833,,,,,accesshalton@halton.ca,https://www.halton.ca/For-Residents/Food-Safety,"Facebook: www.facebook.com/RegionOfHalton
Instagram: www.instagram.com/RegionofHalton
X (Twitter): https://twitter.com/RegionofHalton
YouTube: www.youtube.com/RegionOfHalton","Nik Tymoszewicz, Manager, Food Safety",,,Nik Tymoszewicz,,"Manager, Food Safety","Collen Comerford or Lucy Sidey; Email: Colleen.comerford@halton.ca, Lyudmyla.Sidey@halton.ca",,,OAK2807,Halton. Halton Region Public Health,,,,,,,,,,,Regional / Municipal,,"<p>Suspected food-borne illnesses, complaints of unsafe food handling practices and food recalls are investigated by Public Health Inspectors</p>
<ul>
<li>conducts surveillance and inspections of food",<p>Mon-Fri 8:30 am-4:30 pm</p>,,,Halton Region,,No restrictions,"<ul>
<li>No application required</li>
<li>Call 905-825-6000 or 3-1-1 Mon-Sun 24 hours, to report information about food-borne illnesses or outbreaks, unsafe food handling practices, food recalls, adulteration and consumer complaints after-hours</li>
</ul>",English,Service - for some services,,,Oakville,Halton Regional Centre,Oakville,,L6M 3L1,ON,Bronte,,1151,Rd,,-79.742857,"Site Address data
43.4145360, -79.7428570",43.414536,Bronte Rd and North Service Rd,,,Halton Region Public Health,,,,,,,,,,,Fully Accessible,"Communicable Disease Control ; Consumer Safety Standards ; Food Safety Education ; Public Facility Health Inspection",Oakville - Halton Regional Centre,,,Information Oakville
